month,spec,n_files,n_lines,commit
2024-02,retryable-reads,45,5945,2c080e87
2024-02,retryable-writes,31,5497,2c080e87
2024-02,run-command,2,710,2c080e87
2024-02,server-discovery-and-monitoring,213,17001,2c080e87
2024-02,server-selection,73,1950,2c080e87
2024-02,sessions,7,1510,2c080e87
2024-02,transactions,39,16859,2c080e87
2024-02,transactions-convenient-api,10,2232,2c080e87
2024-02,unified-test-format,306,6936,2c080e87
2024-02,uri-options,11,1315,2c080e87
2024-02,versioned-api,6,1128,2c080e87
2024-03,atlas-data-lake-testing,7,235,bbb335e6
2024-03,auth,2,705,bbb335e6
2024-03,change-streams,8,4087,bbb335e6
2024-03,client-side-encryption,111,29663,bbb335e6
2024-03,client-side-operations-timeout,27,21691,bbb335e6
2024-03,collection-management,5,466,bbb335e6
2024-03,command-logging-and-monitoring,24,3039,bbb335e6
2024-03,connection-monitoring-and-pooling,35,1859,bbb335e6
2024-03,connection-string,8,1248,bbb335e6
2024-03,crud,139,14787,bbb335e6
2024-03,gridfs,5,978,bbb335e6
2024-03,index-management,6,474,bbb335e6
2024-03,initial-dns-seedlist-discovery,53,511,bbb335e6
2024-03,load-balancers,8,1702,bbb335e6
2024-03,max-staleness,32,1007,bbb335e6
2024-03,read-write-concern,8,842,bbb335e6
2024-03,retryable-reads,45,12397,bbb335e6
2024-03,retryable-writes,31,5497,bbb335e6
2024-03,run-command,2,710,bbb335e6
2024-03,server-discovery-and-monitoring,213,17001,bbb335e6
2024-03,server-selection,73,1950,bbb335e6
2024-03,sessions,7,1510,bbb335e6
2024-03,transactions,39,16859,bbb335e6
2024-03,transactions-convenient-api,10,2232,bbb335e6
2024-03,unified-test-format,306,6936,bbb335e6
2024-03,uri-options,11,1315,bbb335e6
2024-03,versioned-api,6,1128,bbb335e6
2024-04,atlas-data-lake-testing,7,235,959a5de6
2024-04,auth,2,713,959a5de6
2024-04,change-streams,8,4087,959a5de6
2024-04,client-side-encryption,111,29663,959a5de6
2024-04,client-side-operations-timeout,27,21691,959a5de6
2024-04,collection-management,5,466,959a5de6
2024-04,command-logging-and-monitoring,24,3059,959a5de6
2024-04,connection-monitoring-and-pooling,35,1877,959a5de6
2024-04,connection-string,8,1248,959a5de6
2024-04,crud,139,14787,959a5de6
2024-04,gridfs,5,978,959a5de6
2024-04,index-management,6,518,959a5de6
2024-04,initial-dns-seedlist-discovery,53,511,959a5de6
2024-04,load-balancers,8,1702,959a5de6
2024-04,max-staleness,32,1007,959a5de6
2024-04,read-write-concern,8,842,959a5de6
2024-04,retryable-reads,45,12397,959a5de6
2024-04,retryable-writes,31,5497,959a5de6
2024-04,run-command,2,710,959a5de6
2024-04,server-discovery-and-monitoring,213,17001,959a5de6
2024-04,server-selection,73,1950,959a5de6
2024-04,sessions,7,1510,959a5de6
2024-04,transactions,39,16859,959a5de6
2024-04,transactions-convenient-api,10,2232,959a5de6
2024-04,unified-test-format,307,6976,959a5de6
2024-04,uri-options,11,1315,959a5de6
2024-04,versioned-api,6,1128,959a5de6
2024-05,atlas-data-lake-testing,7,235,56a2d83a
2024-05,auth,2,714,56a2d83a
2024-05,change-streams,8,4087,56a2d83a
2024-05,client-side-encryption,111,29663,56a2d83a
2024-05,client-side-operations-timeout,27,21711,56a2d83a
2024-05,collection-management,5,466,56a2d83a
2024-05,command-logging-and-monitoring,25,3152,56a2d83a
2024-05,connection-monitoring-and-pooling,35,1877,56a2d83a
2024-05,connection-string,8,1248,56a2d83a
2024-05,crud,149,16707,56a2d83a
2024-05,gridfs,5,978,56a2d83a
2024-05,index-management,6,518,56a2d83a
2024-05,initial-dns-seedlist-discovery,53,511,56a2d83a
2024-05,load-balancers,8,1702,56a2d83a
2024-05,max-staleness,32,1007,56a2d83a
2024-05,read-write-concern,8,842,56a2d83a
2024-05,retryable-reads,45,12397,56a2d83a
2024-05,retryable-writes,33,6171,56a2d83a
2024-05,run-command,2,710,56a2d83a
2024-05,server-discovery-and-monitoring,217,17224,56a2d83a
2024-05,server-selection,73,2047,56a2d83a
2024-05,sessions,7,1510,56a2d83a
2024-05,transactions,40,17211,56a2d83a
2024-05,transactions-convenient-api,10,2232,56a2d83a
2024-05,unified-test-format,307,6976,56a2d83a
2024-05,uri-options,11,1315,56a2d83a
2024-05,versioned-api,6,1169,56a2d83a
2024-06,atlas-data-lake-testing,7,235,9e6d5105
2024-06,auth,2,714,9e6d5105
2024-06,change-streams,8,4087,9e6d5105
2024-06,client-side-encryption,111,29196,9e6d5105
2024-06,client-side-operations-timeout,27,21711,9e6d5105
2024-06,collection-management,5,466,9e6d5105
2024-06,command-logging-and-monitoring,25,3166,9e6d5105
2024-06,connection-monitoring-and-pooling,35,1877,9e6d5105
2024-06,connection-string,8,1271,9e6d5105
2024-06,crud,149,16707,9e6d5105
2024-06,gridfs,5,978,9e6d5105
2024-06,index-management,6,518,9e6d5105
2024-06,initial-dns-seedlist-discovery,53,511,9e6d5105
2024-06,load-balancers,8,1702,9e6d5105
2024-06,max-staleness,32,1007,9e6d5105
2024-06,read-write-concern,8,842,9e6d5105
2024-06,retryable-reads,45,12397,9e6d5105
2024-06,retryable-writes,33,6171,9e6d5105
2024-06,run-command,2,710,9e6d5105
2024-06,server-discovery-and-monitoring,217,17224,9e6d5105
2024-06,server-selection,73,2047,9e6d5105
2024-06,sessions,7,1510,9e6d5105
2024-06,transactions,40,17211,9e6d5105
2024-06,transactions-convenient-api,10,2232,9e6d5105
2024-06,unified-test-format,307,6976,9e6d5105
2024-06,uri-options,11,1315,9e6d5105
2024-06,versioned-api,6,1169,9e6d5105
2024-07,atlas-data-lake-testing,7,235,34b9d46a
2024-07,auth,2,684,34b9d46a
2024-07,change-streams,8,4087,34b9d46a
2024-07,client-side-encryption,113,29446,34b9d46a
2024-07,client-side-operations-timeout,27,21711,34b9d46a
2024-07,collection-management,5,466,34b9d46a
2024-07,command-logging-and-monitoring,25,3166,34b9d46a
2024-07,connection-monitoring-and-pooling,35,1877,34b9d46a
2024-07,connection-string,8,1255,34b9d46a
2024-07,crud,149,16707,34b9d46a
2024-07,gridfs,5,978,34b9d46a
2024-07,index-management,6,518,34b9d46a
2024-07,initial-dns-seedlist-discovery,53,511,34b9d46a
2024-07,load-balancers,8,1702,34b9d46a
2024-07,max-staleness,32,1007,34b9d46a
2024-07,read-write-concern,8,842,34b9d46a
2024-07,retryable-reads,45,12397,34b9d46a
2024-07,retryable-writes,33,6171,34b9d46a
2024-07,run-command,2,710,34b9d46a
2024-07,server-discovery-and-monitoring,217,17224,34b9d46a
2024-07,server-selection,73,2047,34b9d46a
2024-07,sessions,7,1510,34b9d46a
2024-07,transactions,40,17211,34b9d46a
2024-07,transactions-convenient-api,10,2232,34b9d46a
2024-07,unified-test-format,307,6976,34b9d46a
2024-07,uri-options,11,1315,34b9d46a
2024-07,versioned-api,6,1169,34b9d46a
2024-08,atlas-data-lake-testing,7,235,e651ebe8
2024-08,auth,2,684,e651ebe8
2024-08,change-streams,8,4087,e651ebe8
2024-08,client-side-encryption,113,29447,e651ebe8
2024-08,client-side-operations-timeout,27,21710,e651ebe8
2024-08,collection-management,5,466,e651ebe8
2024-08,command-logging-and-monitoring,25,3167,e651ebe8
2024-08,connection-monitoring-and-pooling,35,1877,e651ebe8
2024-08,connection-string,8,1255,e651ebe8
2024-08,crud,149,16716,e651ebe8
2024-08,gridfs,5,978,e651ebe8
2024-08,index-management,6,536,e651ebe8
2024-08,initial-dns-seedlist-discovery,53,511,e651ebe8
2024-08,load-balancers,8,1701,e651ebe8
2024-08,max-staleness,32,1007,e651ebe8
2024-08,read-write-concern,8,842,e651ebe8
2024-08,retryable-reads,45,12397,e651ebe8
2024-08,retryable-writes,33,6175,e651ebe8
2024-08,run-command,2,710,e651ebe8
2024-08,server-discovery-and-monitoring,217,17268,e651ebe8
2024-08,server-selection,73,2049,e651ebe8
2024-08,sessions,7,1510,e651ebe8
2024-08,transactions,40,17212,e651ebe8
2024-08,transactions-convenient-api,10,2232,e651ebe8
2024-08,unified-test-format,307,6976,e651ebe8
2024-08,uri-options,11,1315,e651ebe8
2024-08,versioned-api,6,1170,e651ebe8
2024-09,atlas-data-lake-testing,7,235,1de6a194
2024-09,auth,2,684,1de6a194
2024-09,change-streams,8,4087,1de6a194
2024-09,client-side-encryption,113,29447,1de6a194
2024-09,client-side-operations-timeout,27,21710,1de6a194
2024-09,collection-management,5,466,1de6a194
2024-09,command-logging-and-monitoring,25,3167,1de6a194
2024-09,connection-monitoring-and-pooling,35,1877,1de6a194
2024-09,connection-string,8,1256,1de6a194
2024-09,crud,150,16953,1de6a194
2024-09,gridfs,5,978,1de6a194
2024-09,index-management,6,530,1de6a194
2024-09,initial-dns-seedlist-discovery,53,511,1de6a194
2024-09,load-balancers,8,1701,1de6a194
2024-09,max-staleness,32,1007,1de6a194
2024-09,read-write-concern,8,842,1de6a194
2024-09,retryable-reads,45,12397,1de6a194
2024-09,retryable-writes,33,6175,1de6a194
2024-09,run-command,2,710,1de6a194
2024-09,server-discovery-and-monitoring,217,17268,1de6a194
2024-09,server-selection,73,2049,1de6a194
2024-09,sessions,7,1510,1de6a194
2024-09,transactions,40,17212,1de6a194
2024-09,transactions-convenient-api,10,2232,1de6a194
2024-09,unified-test-format,307,6976,1de6a194
2024-09,uri-options,11,1315,1de6a194
2024-09,versioned-api,6,1170,1de6a194
2024-10,atlas-data-lake-testing,7,235,38cbbce5
2024-10,auth,2,699,38cbbce5
2024-10,change-streams,8,4087,38cbbce5
2024-10,client-side-encryption,113,29446,38cbbce5
2024-10,client-side-operations-timeout,27,21711,38cbbce5
2024-10,collection-management,5,466,38cbbce5
2024-10,command-logging-and-monitoring,25,3168,38cbbce5
2024-10,connection-monitoring-and-pooling,35,1877,38cbbce5
2024-10,connection-string,8,1256,38cbbce5
2024-10,crud,157,17611,38cbbce5
2024-10,gridfs,8,1194,38cbbce5
2024-10,index-management,6,530,38cbbce5
2024-10,initial-dns-seedlist-discovery,53,511,38cbbce5
2024-10,load-balancers,8,1718,38cbbce5
2024-10,max-staleness,32,1007,38cbbce5
2024-10,read-write-concern,8,842,38cbbce5
2024-10,retryable-reads,45,12397,38cbbce5
2024-10,retryable-writes,33,6175,38cbbce5
2024-10,run-command,2,710,38cbbce5
2024-10,server-discovery-and-monitoring,217,17268,38cbbce5
2024-10,server-selection,73,2049,38cbbce5
2024-10,sessions,7,1510,38cbbce5
2024-10,transactions,40,17215,38cbbce5
2024-10,transactions-convenient-api,10,2244,38cbbce5
2024-10,unified-test-format,307,6976,38cbbce5
2024-10,uri-options,11,1327,38cbbce5
2024-10,versioned-api,6,1170,38cbbce5
2024-11,atlas-data-lake-testing,7,235,f321471e
2024-11,auth,2,699,f321471e
2024-11,change-streams,8,4087,f321471e
2024-11,client-side-encryption,115,29598,f321471e
2024-11,client-side-operations-timeout,27,21711,f321471e
2024-11,collection-management,5,466,f321471e
2024-11,command-logging-and-monitoring,25,3168,f321471e
2024-11,connection-monitoring-and-pooling,35,1875,f321471e
2024-11,connection-string,8,1256,f321471e
2024-11,crud,164,18030,f321471e
2024-11,gridfs,8,1194,f321471e
2024-11,index-management,6,530,f321471e
2024-11,initial-dns-seedlist-discovery,53,511,f321471e
2024-11,load-balancers,8,1718,f321471e
2024-11,max-staleness,32,1007,f321471e
2024-11,read-write-concern,8,842,f321471e
2024-11,retryable-reads,45,12397,f321471e
2024-11,retryable-writes,35,6469,f321471e
2024-11,run-command,2,710,f321471e
2024-11,server-discovery-and-monitoring,220,17676,f321471e
2024-11,server-selection,73,2049,f321471e
2024-11,sessions,7,1510,f321471e
2024-11,transactions,40,17212,f321471e
2024-11,transactions-convenient-api,10,2232,f321471e
2024-11,unified-test-format,314,7322,f321471e
2024-11,uri-options,11,1327,f321471e
2024-11,versioned-api,6,1170,f321471e
2024-12,atlas-data-lake-testing,7,235,787bbe67
2024-12,auth,2,699,787bbe67
2024-12,change-streams,8,4087,787bbe67
2024-12,client-side-encryption,115,29599,787bbe67
2024-12,client-side-operations-timeout,27,21711,787bbe67
2024-12,collection-management,5,466,787bbe67
2024-12,command-logging-and-monitoring,25,3168,787bbe67
2024-12,connection-monitoring-and-pooling,35,1875,787bbe67
2024-12,connection-string,8,1256,787bbe67
2024-12,crud,164,18030,787bbe67
2024-12,gridfs,8,1194,787bbe67
2024-12,index-management,6,530,787bbe67
2024-12,initial-dns-seedlist-discovery,53,511,787bbe67
2024-12,load-balancers,8,1718,787bbe67
2024-12,max-staleness,32,1007,787bbe67
2024-12,read-write-concern,8,842,787bbe67
2024-12,retryable-reads,45,12397,787bbe67
2024-12,retryable-writes,35,6471,787bbe67
2024-12,run-command,2,710,787bbe67
2024-12,server-discovery-and-monitoring,220,17676,787bbe67
2024-12,server-selection,73,2049,787bbe67
2024-12,sessions,7,1510,787bbe67
2024-12,transactions,40,17212,787bbe67
2024-12,transactions-convenient-api,10,2232,787bbe67
2024-12,unified-test-format,314,7322,787bbe67
2024-12,uri-options,11,1327,787bbe67
2024-12,versioned-api,6,1170,787bbe67
2025-01,atlas-data-lake-testing,7,235,d9b434db
2025-01,auth,2,699,d9b434db
2025-01,change-streams,8,4087,d9b434db
2025-01,client-side-encryption,115,29599,d9b434db
2025-01,client-side-operations-timeout,27,21711,d9b434db
2025-01,collection-management,5,466,d9b434db
2025-01,command-logging-and-monitoring,25,3168,d9b434db
2025-01,connection-monitoring-and-pooling,35,1875,d9b434db
2025-01,connection-string,8,1256,d9b434db
2025-01,crud,164,18030,d9b434db
2025-01,gridfs,8,1194,d9b434db
2025-01,index-management,6,530,d9b434db
2025-01,initial-dns-seedlist-discovery,53,511,d9b434db
2025-01,load-balancers,8,1718,d9b434db
2025-01,max-staleness,32,1007,d9b434db
2025-01,read-write-concern,8,842,d9b434db
2025-01,retryable-reads,45,12397,d9b434db
2025-01,retryable-writes,35,6471,d9b434db
2025-01,run-command,2,710,d9b434db
2025-01,server-discovery-and-monitoring,220,17676,d9b434db
2025-01,server-selection,73,2049,d9b434db
2025-01,sessions,7,1510,d9b434db
2025-01,transactions,40,17216,d9b434db
2025-01,transactions-convenient-api,10,2232,d9b434db
2025-01,unified-test-format,314,7322,d9b434db
2025-01,uri-options,11,1327,d9b434db
2025-01,versioned-api,6,1170,d9b434db
2025-02,atlas-data-lake-testing,7,235,b76cbf96
2025-02,auth,2,699,b76cbf96
2025-02,change-streams,9,4172,b76cbf96
2025-02,client-side-encryption,115,29599,b76cbf96
2025-02,client-side-operations-timeout,27,21711,b76cbf96
2025-02,collection-management,5,466,b76cbf96
2025-02,command-logging-and-monitoring,25,3168,b76cbf96
2025-02,connection-monitoring-and-pooling,35,1875,b76cbf96
2025-02,connection-string,8,1258,b76cbf96
2025-02,crud,164,18030,b76cbf96
2025-02,gridfs,8,1194,b76cbf96
2025-02,index-management,6,530,b76cbf96
2025-02,initial-dns-seedlist-discovery,53,511,b76cbf96
2025-02,load-balancers,8,1723,b76cbf96
2025-02,max-staleness,32,1007,b76cbf96
2025-02,read-write-concern,8,842,b76cbf96
2025-02,retryable-reads,45,12397,b76cbf96
2025-02,retryable-writes,35,6471,b76cbf96
2025-02,run-command,2,710,b76cbf96
2025-02,server-discovery-and-monitoring,220,17691,b76cbf96
2025-02,server-selection,73,2049,b76cbf96
2025-02,sessions,7,1510,b76cbf96
2025-02,transactions,40,17216,b76cbf96
2025-02,transactions-convenient-api,10,2232,b76cbf96
2025-02,unified-test-format,314,7322,b76cbf96
2025-02,uri-options,11,1327,b76cbf96
2025-02,versioned-api,6,1170,b76cbf96
2025-03,atlas-data-lake-testing,7,235,0aee4aad
2025-03,auth,2,699,0aee4aad
2025-03,change-streams,9,4148,0aee4aad
2025-03,client-side-encryption,115,29720,0aee4aad
2025-03,client-side-operations-timeout,27,21786,0aee4aad
2025-03,collection-management,5,466,0aee4aad
2025-03,command-logging-and-monitoring,25,3162,0aee4aad
2025-03,connection-monitoring-and-pooling,35,1875,0aee4aad
2025-03,connection-string,8,1258,0aee4aad
2025-03,crud,164,18030,0aee4aad
2025-03,gridfs,8,1194,0aee4aad
2025-03,index-management,6,530,0aee4aad
2025-03,initial-dns-seedlist-discovery,53,511,0aee4aad
2025-03,load-balancers,8,1718,0aee4aad
2025-03,max-staleness,32,1007,0aee4aad
2025-03,read-write-concern,8,842,0aee4aad
2025-03,retryable-reads,45,12397,0aee4aad
2025-03,retryable-writes,35,6470,0aee4aad
2025-03,run-command,2,710,0aee4aad
2025-03,server-discovery-and-monitoring,221,17716,0aee4aad
2025-03,server-selection,73,2049,0aee4aad
2025-03,sessions,7,1510,0aee4aad
2025-03,transactions,40,17215,0aee4aad
2025-03,transactions-convenient-api,10,2230,0aee4aad
2025-03,unified-test-format,315,7394,0aee4aad
2025-03,uri-options,11,1327,0aee4aad
2025-03,versioned-api,6,1170,0aee4aad
2025-04,atlas-data-lake-testing,7,235,0c41c8b2
2025-04,auth,2,699,0c41c8b2
2025-04,change-streams,9,4148,0c41c8b2
2025-04,client-side-encryption,119,29971,0c41c8b2
2025-04,client-side-operations-timeout,28,21891,0c41c8b2
2025-04,collection-management,5,466,0c41c8b2
2025-04,command-logging-and-monitoring,25,3162,0c41c8b2
2025-04,connection-monitoring-and-pooling,35,1875,0c41c8b2
2025-04,connection-string,8,1258,0c41c8b2
2025-04,crud,164,18030,0c41c8b2
2025-04,gridfs,8,1194,0c41c8b2
2025-04,index-management,6,530,0c41c8b2
2025-04,initial-dns-seedlist-discovery,53,511,0c41c8b2
2025-04,load-balancers,8,1718,0c41c8b2
2025-04,max-staleness,32,1007,0c41c8b2
2025-04,read-write-concern,8,842,0c41c8b2
2025-04,retryable-reads,45,12397,0c41c8b2
2025-04,retryable-writes,35,6470,0c41c8b2
2025-04,run-command,2,710,0c41c8b2
2025-04,server-discovery-and-monitoring,221,17716,0c41c8b2
2025-04,server-selection,73,2049,0c41c8b2
2025-04,sessions,7,1510,0c41c8b2
2025-04,transactions,40,17215,0c41c8b2
2025-04,transactions-convenient-api,10,2230,0c41c8b2
2025-04,unified-test-format,315,7394,0c41c8b2
2025-04,uri-options,11,1327,0c41c8b2
2025-04,versioned-api,6,1170,0c41c8b2
2025-05,atlas-data-lake-testing,7,235,f4c0bbdb
2025-05,auth,2,699,f4c0bbdb
2025-05,change-streams,9,4148,f4c0bbdb
2025-05,client-side-encryption,119,29982,f4c0bbdb
2025-05,client-side-operations-timeout,28,21891,f4c0bbdb
2025-05,collection-management,5,466,f4c0bbdb
2025-05,command-logging-and-monitoring,25,3162,f4c0bbdb
2025-05,connection-monitoring-and-pooling,35,1875,f4c0bbdb
2025-05,connection-string,8,1258,f4c0bbdb
2025-05,crud,164,18030,f4c0bbdb
2025-05,gridfs,8,1194,f4c0bbdb
2025-05,index-management,6,530,f4c0bbdb
2025-05,initial-dns-seedlist-discovery,53,511,f4c0bbdb
2025-05,load-balancers,8,1718,f4c0bbdb
2025-05,max-staleness,32,1007,f4c0bbdb
2025-05,read-write-concern,8,842,f4c0bbdb
2025-05,retryable-reads,45,12397,f4c0bbdb
2025-05,retryable-writes,35,6470,f4c0bbdb
2025-05,run-command,2,710,f4c0bbdb
2025-05,server-discovery-and-monitoring,221,17716,f4c0bbdb
2025-05,server-selection,73,2049,f4c0bbdb
2025-05,sessions,7,1510,f4c0bbdb
2025-05,transactions,40,17215,f4c0bbdb
2025-05,transactions-convenient-api,10,2230,f4c0bbdb
2025-05,unified-test-format,315,7405,f4c0bbdb
2025-05,uri-options,11,1327,f4c0bbdb
2025-05,versioned-api,6,1170,f4c0bbdb
2025-06,atlas-data-lake-testing,7,235,66899295
2025-06,auth,2,699,66899295
2025-06,change-streams,9,4148,66899295
2025-06,client-side-encryption,119,29982,66899295
2025-06,client-side-operations-timeout,28,21891,66899295
2025-06,collection-management,5,466,66899295
2025-06,command-logging-and-monitoring,25,3162,66899295
2025-06,connection-monitoring-and-pooling,35,1875,66899295
2025-06,connection-string,8,1258,66899295
2025-06,crud,164,18030,66899295
2025-06,gridfs,8,1194,66899295
2025-06,index-management,6,530,66899295
2025-06,initial-dns-seedlist-discovery,53,511,66899295
2025-06,load-balancers,8,1718,66899295
2025-06,max-staleness,32,1007,66899295
2025-06,mongodb-handshake,1,58,66899295
2025-06,read-write-concern,8,842,66899295
2025-06,retryable-reads,45,12397,66899295
2025-06,retryable-writes,35,6470,66899295
2025-06,run-command,2,710,66899295
2025-06,server-discovery-and-monitoring,221,17716,66899295
2025-06,server-selection,73,2049,66899295
2025-06,sessions,7,1510,66899295
2025-06,transactions,40,17215,66899295
2025-06,transactions-convenient-api,10,2230,66899295
2025-06,unified-test-format,302,7196,66899295
2025-06,uri-options,11,1327,66899295
2025-06,versioned-api,6,1170,66899295
2025-07,atlas-data-lake-testing,7,235,c13d23b9
2025-07,auth,2,699,c13d23b9
2025-07,change-streams,9,4148,c13d23b9
2025-07,client-side-encryption,119,29984,c13d23b9
2025-07,client-side-operations-timeout,28,21891,c13d23b9
2025-07,collection-management,6,515,c13d23b9
2025-07,command-logging-and-monitoring,25,3162,c13d23b9
2025-07,connection-monitoring-and-pooling,35,1875,c13d23b9
2025-07,connection-string,8,1258,c13d23b9
2025-07,crud,189,19644,c13d23b9
2025-07,gridfs,8,1194,c13d23b9
2025-07,index-management,7,625,c13d23b9
2025-07,initial-dns-seedlist-discovery,53,511,c13d23b9
2025-07,load-balancers,8,1718,c13d23b9
2025-07,max-staleness,32,1007,c13d23b9
2025-07,mongodb-handshake,1,58,c13d23b9
2025-07,read-write-concern,8,842,c13d23b9
2025-07,retryable-reads,45,12397,c13d23b9
2025-07,retryable-writes,35,6470,c13d23b9
2025-07,run-command,2,710,c13d23b9
2025-07,server-discovery-and-monitoring,221,17716,c13d23b9
2025-07,server-selection,73,2049,c13d23b9
2025-07,sessions,7,1510,c13d23b9
2025-07,transactions,40,17215,c13d23b9
2025-07,transactions-convenient-api,10,2230,c13d23b9
2025-07,unified-test-format,302,7198,c13d23b9
2025-07,uri-options,11,1327,c13d23b9
2025-07,versioned-api,6,1170,c13d23b9
2025-08,atlas-data-lake-testing,7,235,49ade88e
2025-08,auth,2,699,49ade88e
2025-08,change-streams,9,4148,49ade88e
2025-08,client-side-encryption,220,55587,49ade88e
2025-08,client-side-operations-timeout,28,22026,49ade88e
2025-08,collection-management,6,515,49ade88e
2025-08,command-logging-and-monitoring,25,3162,49ade88e
2025-08,connection-monitoring-and-pooling,35,1875,49ade88e
2025-08,connection-string,8,1258,49ade88e
2025-08,crud,189,19644,49ade88e
2025-08,gridfs,8,1194,49ade88e
2025-08,index-management,7,625,49ade88e
2025-08,initial-dns-seedlist-discovery,53,511,49ade88e
2025-08,load-balancers,8,1718,49ade88e
2025-08,max-staleness,32,1007,49ade88e
2025-08,mongodb-handshake,1,58,49ade88e
2025-08,read-write-concern,8,842,49ade88e
2025-08,retryable-reads,45,12397,49ade88e
2025-08,retryable-writes,35,6470,49ade88e
2025-08,run-command,2,710,49ade88e
2025-08,server-discovery-and-monitoring,221,17716,49ade88e
2025-08,server-selection,73,2049,49ade88e
2025-08,sessions,7,1510,49ade88e
2025-08,transactions,40,17215,49ade88e
2025-08,transactions-convenient-api,10,2230,49ade88e
2025-08,unified-test-format,304,7220,49ade88e
2025-08,uri-options,11,1327,49ade88e
2025-08,versioned-api,6,1170,49ade88e
2025-09,auth,2,699,ace53b16
2025-09,change-streams,9,4148,ace53b16
2025-09,client-side-encryption,220,55591,ace53b16
2025-09,client-side-operations-timeout,28,22109,ace53b16
2025-09,collection-management,6,515,ace53b16
2025-09,command-logging-and-monitoring,25,3162,ace53b16
2025-09,connection-monitoring-and-pooling,35,1875,ace53b16
2025-09,connection-string,8,1258,ace53b16
2025-09,crud,189,19644,ace53b16
2025-09,gridfs,8,1194,ace53b16
2025-09,index-management,7,625,ace53b16
2025-09,initial-dns-seedlist-discovery,53,511,ace53b16
2025-09,load-balancers,8,1718,ace53b16
2025-09,max-staleness,32,1007,ace53b16
2025-09,mongodb-handshake,1,58,ace53b16
2025-09,open-telemetry,22,1923,ace53b16
2025-09,read-write-concern,8,842,ace53b16
2025-09,retryable-reads,45,12397,ace53b16
2025-09,retryable-writes,35,6470,ace53b16
2025-09,run-command,2,710,ace53b16
2025-09,server-discovery-and-monitoring,221,17716,ace53b16
2025-09,server-selection,73,2049,ace53b16
2025-09,sessions,7,1510,ace53b16
2025-09,transactions,40,17215,ace53b16
2025-09,transactions-convenient-api,10,2230,ace53b16
2025-09,unified-test-format,318,7427,ace53b16
2025-09,uri-options,11,1327,ace53b16
2025-09,versioned-api,6,1170,ace53b16
2025-10,auth,2,708,909b4d6d
2025-10,change-streams,9,4148,909b4d6d
2025-10,client-side-encryption,220,55591,909b4d6d
2025-10,client-side-operations-timeout,28,22109,909b4d6d
2025-10,collection-management,6,515,909b4d6d
2025-10,command-logging-and-monitoring,25,3162,909b4d6d
2025-10,connection-monitoring-and-pooling,35,1875,909b4d6d
2025-10,connection-string,8,1258,909b4d6d
2025-10,crud,189,19644,909b4d6d
2025-10,gridfs,8,1194,909b4d6d
2025-10,index-management,7,625,909b4d6d
2025-10,initial-dns-seedlist-discovery,53,511,909b4d6d
2025-10,load-balancers,8,1718,909b4d6d
2025-10,max-staleness,32,1007,909b4d6d
2025-10,mongodb-handshake,1,58,909b4d6d
2025-10,open-telemetry,22,2092,909b4d6d
2025-10,read-write-concern,8,842,909b4d6d
2025-10,retryable-reads,45,12397,909b4d6d
2025-10,retryable-writes,35,6470,909b4d6d
2025-10,run-command,2,710,909b4d6d
2025-10,server-discovery-and-monitoring,221,17716,909b4d6d
2025-10,server-selection,73,2049,909b4d6d
2025-10,sessions,7,1912,909b4d6d
2025-10,transactions,40,17215,909b4d6d
2025-10,transactions-convenient-api,10,2230,909b4d6d
2025-10,unified-test-format,318,7427,909b4d6d
2025-10,uri-options,11,1327,909b4d6d
2025-10,versioned-api,6,1170,909b4d6d
2025-11,auth,2,708,c12c50ed
2025-11,change-streams,9,4148,c12c50ed
2025-11,client-side-encryption,220,55591,c12c50ed
2025-11,client-side-operations-timeout,28,22109,c12c50ed
2025-11,collection-management,6,515,c12c50ed
2025-11,command-logging-and-monitoring,25,3162,c12c50ed
2025-11,connection-monitoring-and-pooling,35,1875,c12c50ed
2025-11,connection-string,8,1258,c12c50ed
2025-11,crud,189,19644,c12c50ed
2025-11,gridfs,8,1194,c12c50ed
2025-11,index-management,7,625,c12c50ed
2025-11,initial-dns-seedlist-discovery,53,511,c12c50ed
2025-11,load-balancers,8,1718,c12c50ed
2025-11,max-staleness,32,1007,c12c50ed
2025-11,mongodb-handshake,1,58,c12c50ed
2025-11,open-telemetry,22,2092,c12c50ed
2025-11,read-write-concern,8,842,c12c50ed
2025-11,retryable-reads,45,12397,c12c50ed
2025-11,retryable-writes,35,6470,c12c50ed
2025-11,run-command,2,710,c12c50ed
2025-11,server-discovery-and-monitoring,224,17832,c12c50ed
2025-11,server-selection,73,2049,c12c50ed
2025-11,sessions,7,1912,c12c50ed
2025-11,transactions,40,17215,c12c50ed
2025-11,transactions-convenient-api,10,2230,c12c50ed
2025-11,unified-test-format,318,7427,c12c50ed
2025-11,uri-options,11,1327,c12c50ed
2025-11,versioned-api,6,1170,c12c50ed
2025-12,auth,2,708,192976b1
2025-12,change-streams,9,4148,192976b1
2025-12,client-side-encryption,220,55591,192976b1
2025-12,client-side-operations-timeout,28,22109,192976b1
2025-12,collection-management,6,515,192976b1
2025-12,command-logging-and-monitoring,25,3162,192976b1
2025-12,connection-monitoring-and-pooling,35,1875,192976b1
2025-12,connection-string,8,1258,192976b1
2025-12,crud,189,19644,192976b1
2025-12,gridfs,8,1194,192976b1
2025-12,index-management,7,625,192976b1
2025-12,initial-dns-seedlist-discovery,53,511,192976b1
