month,spec,n_files,n_lines,commit
2019-12,server-discovery-and-monitoring,78,5145,e752bb34
2019-12,server-selection,48,960,e752bb34
2019-12,sessions,1,440,e752bb34
2019-12,transactions,30,13095,e752bb34
2019-12,transactions-convenient-api,9,1910,e752bb34
2019-12,uri-options,8,527,e752bb34
2020-01,auth,1,310,4d3badb7
2020-01,change-streams,2,610,4d3badb7
2020-01,client-side-encryption,29,3061,4d3badb7
2020-01,command-monitoring,10,802,4d3badb7
2020-01,connection-monitoring-and-pooling,19,649,4d3badb7
2020-01,connection-string,8,1218,4d3badb7
2020-01,crud,51,3302,4d3badb7
2020-01,gridfs,4,620,4d3badb7
2020-01,initial-dns-seedlist-discovery,26,201,4d3badb7
2020-01,max-staleness,35,1083,4d3badb7
2020-01,read-write-concern,8,649,4d3badb7
2020-01,retryable-reads,42,4441,4d3badb7
2020-01,retryable-writes,29,2649,4d3badb7
2020-01,server-discovery-and-monitoring,79,5218,4d3badb7
2020-01,server-selection,48,960,4d3badb7
2020-01,sessions,1,440,4d3badb7
2020-01,transactions,30,13095,4d3badb7
2020-01,transactions-convenient-api,9,1910,4d3badb7
2020-01,uri-options,8,527,4d3badb7
2020-02,auth,1,346,afaeb1d7
2020-02,change-streams,4,2907,afaeb1d7
2020-02,client-side-encryption,29,3061,afaeb1d7
2020-02,command-monitoring,10,802,afaeb1d7
2020-02,connection-monitoring-and-pooling,19,649,afaeb1d7
2020-02,connection-string,8,1218,afaeb1d7
2020-02,crud,51,3396,afaeb1d7
2020-02,gridfs,4,620,afaeb1d7
2020-02,initial-dns-seedlist-discovery,26,201,afaeb1d7
2020-02,max-staleness,35,1083,afaeb1d7
2020-02,read-write-concern,8,645,afaeb1d7
2020-02,retryable-reads,42,4441,afaeb1d7
2020-02,retryable-writes,29,2683,afaeb1d7
2020-02,server-discovery-and-monitoring,81,5365,afaeb1d7
2020-02,server-selection,48,960,afaeb1d7
2020-02,sessions,1,440,afaeb1d7
2020-02,transactions,30,13126,afaeb1d7
2020-02,transactions-convenient-api,9,1910,afaeb1d7
2020-02,uri-options,8,621,afaeb1d7
2020-03,auth,1,346,dbabacf2
2020-03,change-streams,4,2850,dbabacf2
2020-03,client-side-encryption,29,3061,dbabacf2
2020-03,command-monitoring,10,802,dbabacf2
2020-03,connection-monitoring-and-pooling,19,649,dbabacf2
2020-03,connection-string,8,1218,dbabacf2
2020-03,crud,89,5800,dbabacf2
2020-03,gridfs,4,620,dbabacf2
2020-03,initial-dns-seedlist-discovery,28,215,dbabacf2
2020-03,max-staleness,35,1083,dbabacf2
2020-03,read-write-concern,8,645,dbabacf2
2020-03,retryable-reads,42,4441,dbabacf2
2020-03,retryable-writes,29,2707,dbabacf2
2020-03,server-discovery-and-monitoring,95,5934,dbabacf2
2020-03,server-selection,48,960,dbabacf2
2020-03,sessions,1,440,dbabacf2
2020-03,transactions,32,13409,dbabacf2
2020-03,transactions-convenient-api,9,1911,dbabacf2
2020-03,uri-options,8,940,dbabacf2
2020-04,auth,1,366,17371253
2020-04,change-streams,4,2850,17371253
2020-04,client-side-encryption,29,3061,17371253
2020-04,command-monitoring,10,802,17371253
2020-04,connection-monitoring-and-pooling,19,649,17371253
2020-04,connection-string,8,1218,17371253
2020-04,crud,79,5060,17371253
2020-04,gridfs,4,620,17371253
2020-04,initial-dns-seedlist-discovery,28,215,17371253
2020-04,max-staleness,35,1083,17371253
2020-04,read-write-concern,8,645,17371253
2020-04,retryable-reads,42,4441,17371253
2020-04,retryable-writes,29,2707,17371253
2020-04,server-discovery-and-monitoring,161,10547,17371253
2020-04,server-selection,48,960,17371253
2020-04,sessions,1,440,17371253
2020-04,transactions,32,13472,17371253
2020-04,transactions-convenient-api,9,1911,17371253
2020-04,uri-options,8,951,17371253
2020-05,auth,1,366,a25c5097
2020-05,change-streams,4,2850,a25c5097
2020-05,client-side-encryption,29,3061,a25c5097
2020-05,command-monitoring,10,802,a25c5097
2020-05,connection-monitoring-and-pooling,19,649,a25c5097
2020-05,connection-string,8,1218,a25c5097
2020-05,crud,82,5182,a25c5097
2020-05,gridfs,4,620,a25c5097
2020-05,initial-dns-seedlist-discovery,28,215,a25c5097
2020-05,max-staleness,35,1083,a25c5097
2020-05,read-write-concern,8,645,a25c5097
2020-05,retryable-reads,42,4441,a25c5097
2020-05,retryable-writes,29,2707,a25c5097
2020-05,server-discovery-and-monitoring,177,12000,a25c5097
2020-05,server-selection,48,960,a25c5097
2020-05,sessions,1,440,a25c5097
2020-05,transactions,32,13472,a25c5097
2020-05,transactions-convenient-api,9,1911,a25c5097
2020-05,uri-options,8,951,a25c5097
2020-06,auth,1,366,9dc5e985
2020-06,change-streams,4,2850,9dc5e985
2020-06,client-side-encryption,29,3061,9dc5e985
2020-06,command-monitoring,10,802,9dc5e985
2020-06,connection-monitoring-and-pooling,19,649,9dc5e985
2020-06,connection-string,8,1218,9dc5e985
2020-06,crud,86,5324,9dc5e985
2020-06,gridfs,4,620,9dc5e985
2020-06,initial-dns-seedlist-discovery,28,216,9dc5e985
2020-06,max-staleness,36,1099,9dc5e985
2020-06,read-write-concern,8,645,9dc5e985
2020-06,retryable-reads,42,4441,9dc5e985
2020-06,retryable-writes,29,2707,9dc5e985
2020-06,server-discovery-and-monitoring,178,12091,9dc5e985
2020-06,server-selection,48,960,9dc5e985
2020-06,sessions,1,440,9dc5e985
2020-06,transactions,32,13472,9dc5e985
2020-06,transactions-convenient-api,9,1911,9dc5e985
2020-06,uri-options,8,951,9dc5e985
2020-07,atlas-data-lake-testing,7,153,4f89b79b
2020-07,auth,1,366,4f89b79b
2020-07,change-streams,4,2914,4f89b79b
2020-07,client-side-encryption,29,3061,4f89b79b
2020-07,command-monitoring,10,802,4f89b79b
2020-07,connection-monitoring-and-pooling,19,649,4f89b79b
2020-07,connection-string,8,1218,4f89b79b
2020-07,crud,86,5324,4f89b79b
2020-07,gridfs,4,620,4f89b79b
2020-07,initial-dns-seedlist-discovery,28,216,4f89b79b
2020-07,max-staleness,36,1099,4f89b79b
2020-07,read-write-concern,8,645,4f89b79b
2020-07,retryable-reads,42,4441,4f89b79b
2020-07,retryable-writes,29,2707,4f89b79b
2020-07,server-discovery-and-monitoring,178,12102,4f89b79b
2020-07,server-selection,48,960,4f89b79b
2020-07,sessions,2,465,4f89b79b
2020-07,transactions,32,13472,4f89b79b
2020-07,transactions-convenient-api,9,1911,4f89b79b
2020-07,uri-options,8,951,4f89b79b
2020-08,atlas-data-lake-testing,7,153,e0f32a66
2020-08,auth,1,366,e0f32a66
2020-08,change-streams,4,2914,e0f32a66
2020-08,client-side-encryption,29,3061,e0f32a66
2020-08,command-monitoring,10,802,e0f32a66
2020-08,connection-monitoring-and-pooling,19,649,e0f32a66
2020-08,connection-string,8,1218,e0f32a66
2020-08,crud,86,5324,e0f32a66
2020-08,gridfs,4,620,e0f32a66
2020-08,initial-dns-seedlist-discovery,28,216,e0f32a66
2020-08,max-staleness,36,1099,e0f32a66
2020-08,read-write-concern,8,645,e0f32a66
2020-08,retryable-reads,42,4441,e0f32a66
2020-08,retryable-writes,29,2707,e0f32a66
2020-08,server-discovery-and-monitoring,179,12172,e0f32a66
2020-08,server-selection,48,960,e0f32a66
2020-08,sessions,2,465,e0f32a66
2020-08,transactions,32,13472,e0f32a66
2020-08,transactions-convenient-api,9,1911,e0f32a66
2020-08,uri-options,8,951,e0f32a66
2020-09,atlas-data-lake-testing,7,153,c378d48d
2020-09,auth,1,366,c378d48d
2020-09,change-streams,4,2914,c378d48d
2020-09,client-side-encryption,29,3061,c378d48d
2020-09,command-monitoring,10,802,c378d48d
2020-09,connection-monitoring-and-pooling,19,657,c378d48d
2020-09,connection-string,8,1218,c378d48d
2020-09,crud,86,5324,c378d48d
2020-09,gridfs,4,620,c378d48d
2020-09,initial-dns-seedlist-discovery,28,216,c378d48d
2020-09,max-staleness,36,1099,c378d48d
2020-09,read-write-concern,8,645,c378d48d
2020-09,retryable-reads,42,4441,c378d48d
2020-09,retryable-writes,29,2708,c378d48d
2020-09,server-discovery-and-monitoring,179,12172,c378d48d
2020-09,server-selection,48,960,c378d48d
2020-09,sessions,2,465,c378d48d
2020-09,transactions,32,13472,c378d48d
2020-09,transactions-convenient-api,9,1911,c378d48d
2020-09,uri-options,8,951,c378d48d
2020-10,atlas-data-lake-testing,7,153,db7387df
2020-10,auth,1,366,db7387df
2020-10,change-streams,4,2914,db7387df
2020-10,client-side-encryption,31,3165,db7387df
2020-10,command-monitoring,10,802,db7387df
2020-10,connection-monitoring-and-pooling,19,657,db7387df
2020-10,connection-string,8,1218,db7387df
2020-10,crud,86,5324,db7387df
2020-10,gridfs,4,620,db7387df
2020-10,initial-dns-seedlist-discovery,28,216,db7387df
2020-10,max-staleness,36,1099,db7387df
2020-10,read-write-concern,8,645,db7387df
2020-10,retryable-reads,42,4441,db7387df
2020-10,retryable-writes,29,2708,db7387df
2020-10,server-discovery-and-monitoring,179,12172,db7387df
2020-10,server-selection,48,960,db7387df
2020-10,sessions,2,465,db7387df
2020-10,transactions,32,13472,db7387df
2020-10,transactions-convenient-api,9,1911,db7387df
2020-10,unified-test-format,161,3942,db7387df
2020-10,uri-options,8,973,db7387df
2020-11,atlas-data-lake-testing,7,153,8c67a526
2020-11,auth,1,366,8c67a526
2020-11,change-streams,4,2914,8c67a526
2020-11,client-side-encryption,31,3167,8c67a526
2020-11,command-monitoring,10,802,8c67a526
2020-11,connection-monitoring-and-pooling,22,884,8c67a526
2020-11,connection-string,8,1218,8c67a526
2020-11,crud,86,5324,8c67a526
2020-11,gridfs,4,620,8c67a526
2020-11,initial-dns-seedlist-discovery,28,216,8c67a526
2020-11,max-staleness,36,1099,8c67a526
2020-11,read-write-concern,8,645,8c67a526
2020-11,retryable-reads,42,4441,8c67a526
2020-11,retryable-writes,29,2708,8c67a526
2020-11,server-discovery-and-monitoring,179,12172,8c67a526
2020-11,server-selection,56,1206,8c67a526
2020-11,sessions,2,465,8c67a526
2020-11,transactions,32,13472,8c67a526
2020-11,transactions-convenient-api,9,1911,8c67a526
2020-11,unified-test-format,161,3942,8c67a526
2020-11,uri-options,8,973,8c67a526
2020-12,atlas-data-lake-testing,7,153,fc7a1b6a
2020-12,auth,1,366,fc7a1b6a
2020-12,change-streams,4,2914,fc7a1b6a
2020-12,client-side-encryption,31,3167,fc7a1b6a
2020-12,command-monitoring,10,802,fc7a1b6a
2020-12,connection-monitoring-and-pooling,29,1166,fc7a1b6a
2020-12,connection-string,8,1218,fc7a1b6a
2020-12,crud,86,5324,fc7a1b6a
2020-12,gridfs,4,620,fc7a1b6a
2020-12,initial-dns-seedlist-discovery,28,216,fc7a1b6a
2020-12,max-staleness,36,1099,fc7a1b6a
2020-12,read-write-concern,8,645,fc7a1b6a
2020-12,retryable-reads,42,4441,fc7a1b6a
2020-12,retryable-writes,29,2708,fc7a1b6a
2020-12,server-discovery-and-monitoring,180,12234,fc7a1b6a
2020-12,server-selection,56,1206,fc7a1b6a
2020-12,sessions,2,465,fc7a1b6a
2020-12,transactions,32,13472,fc7a1b6a
2020-12,transactions-convenient-api,9,1911,fc7a1b6a
2020-12,unified-test-format,167,4019,fc7a1b6a
2020-12,uri-options,8,973,fc7a1b6a
2020-12,versioned-api,6,1031,fc7a1b6a
2021-01,atlas-data-lake-testing,7,153,ee0c23b0
2021-01,auth,1,366,ee0c23b0
2021-01,change-streams,4,2914,ee0c23b0
2021-01,client-side-encryption,31,2915,ee0c23b0
2021-01,command-monitoring,10,802,ee0c23b0
2021-01,connection-monitoring-and-pooling,29,1166,ee0c23b0
2021-01,connection-string,8,1218,ee0c23b0
2021-01,crud,86,5324,ee0c23b0
2021-01,gridfs,4,620,ee0c23b0
2021-01,initial-dns-seedlist-discovery,28,216,ee0c23b0
2021-01,max-staleness,36,1099,ee0c23b0
2021-01,read-write-concern,8,645,ee0c23b0
2021-01,retryable-reads,42,4441,ee0c23b0
2021-01,retryable-writes,29,2708,ee0c23b0
2021-01,server-discovery-and-monitoring,180,12234,ee0c23b0
2021-01,server-selection,56,1206,ee0c23b0
2021-01,sessions,2,465,ee0c23b0
2021-01,transactions,32,13472,ee0c23b0
2021-01,transactions-convenient-api,9,1911,ee0c23b0
2021-01,unified-test-format,166,3966,ee0c23b0
2021-01,uri-options,8,973,ee0c23b0
2021-01,versioned-api,6,1081,ee0c23b0
2021-02,atlas-data-lake-testing,7,153,849adad4
2021-02,auth,1,366,849adad4
2021-02,change-streams,5,2986,849adad4
2021-02,client-side-encryption,32,2971,849adad4
2021-02,command-monitoring,10,802,849adad4
2021-02,connection-monitoring-and-pooling,29,1166,849adad4
2021-02,connection-string,8,1218,849adad4
2021-02,crud,87,5591,849adad4
2021-02,gridfs,4,620,849adad4
2021-02,initial-dns-seedlist-discovery,28,216,849adad4
2021-02,max-staleness,36,1099,849adad4
2021-02,read-write-concern,8,645,849adad4
2021-02,retryable-reads,44,4651,849adad4
2021-02,retryable-writes,29,2708,849adad4
2021-02,server-discovery-and-monitoring,181,12275,849adad4
2021-02,server-selection,56,1206,849adad4
2021-02,sessions,2,465,849adad4
2021-02,transactions,32,13472,849adad4
2021-02,transactions-convenient-api,9,1911,849adad4
2021-02,unified-test-format,167,3997,849adad4
2021-02,uri-options,8,973,849adad4
2021-02,versioned-api,6,1142,849adad4
2021-03,atlas-data-lake-testing,7,153,77f3ea40
2021-03,auth,1,366,77f3ea40
2021-03,change-streams,5,2986,77f3ea40
2021-03,client-side-encryption,32,2971,77f3ea40
2021-03,command-monitoring,10,802,77f3ea40
2021-03,connection-monitoring-and-pooling,29,1166,77f3ea40
2021-03,connection-string,8,1218,77f3ea40
2021-03,crud,87,5591,77f3ea40
2021-03,gridfs,4,620,77f3ea40
2021-03,initial-dns-seedlist-discovery,28,216,77f3ea40
2021-03,max-staleness,36,1099,77f3ea40
2021-03,read-write-concern,8,645,77f3ea40
2021-03,retryable-reads,44,4651,77f3ea40
2021-03,retryable-writes,29,2708,77f3ea40
2021-03,server-discovery-and-monitoring,197,13517,77f3ea40
2021-03,server-selection,56,1206,77f3ea40
2021-03,sessions,2,465,77f3ea40
2021-03,transactions,32,13472,77f3ea40
2021-03,transactions-convenient-api,9,1911,77f3ea40
2021-03,unified-test-format,180,4176,77f3ea40
2021-03,uri-options,8,973,77f3ea40
2021-03,versioned-api,6,1162,77f3ea40
2021-04,atlas-data-lake-testing,7,153,70c26f32
2021-04,auth,1,366,70c26f32
2021-04,change-streams,5,3007,70c26f32
2021-04,client-side-encryption,32,2971,70c26f32
2021-04,command-monitoring,10,802,70c26f32
2021-04,connection-monitoring-and-pooling,29,1168,70c26f32
2021-04,connection-string,8,1218,70c26f32
2021-04,crud,89,8279,70c26f32
2021-04,gridfs,5,978,70c26f32
2021-04,initial-dns-seedlist-discovery,33,254,70c26f32
2021-04,load-balancers,8,1688,70c26f32
2021-04,max-staleness,36,1099,70c26f32
2021-04,read-write-concern,8,645,70c26f32
2021-04,retryable-reads,44,4659,70c26f32
2021-04,retryable-writes,29,2708,70c26f32
2021-04,server-discovery-and-monitoring,199,13607,70c26f32
2021-04,server-selection,66,1362,70c26f32
2021-04,sessions,2,465,70c26f32
2021-04,transactions,33,13640,70c26f32
2021-04,transactions-convenient-api,9,1911,70c26f32
2021-04,unified-test-format,213,4875,70c26f32
2021-04,uri-options,8,1031,70c26f32
2021-04,versioned-api,6,1180,70c26f32
2021-05,atlas-data-lake-testing,7,153,7b2221c9
2021-05,auth,1,366,7b2221c9
2021-05,change-streams,5,3007,7b2221c9
2021-05,client-side-encryption,32,2971,7b2221c9
2021-05,collection-management,1,129,7b2221c9
2021-05,command-monitoring,10,802,7b2221c9
2021-05,connection-monitoring-and-pooling,29,1173,7b2221c9
2021-05,connection-string,8,1218,7b2221c9
2021-05,crud,100,9844,7b2221c9
2021-05,gridfs,5,978,7b2221c9
2021-05,initial-dns-seedlist-discovery,33,260,7b2221c9
2021-05,load-balancers,8,1688,7b2221c9
2021-05,max-staleness,36,1099,7b2221c9
2021-05,read-write-concern,8,645,7b2221c9
2021-05,retryable-reads,44,4659,7b2221c9
2021-05,retryable-writes,29,2708,7b2221c9
2021-05,server-discovery-and-monitoring,199,13607,7b2221c9
2021-05,server-selection,66,1362,7b2221c9
2021-05,sessions,2,465,7b2221c9
2021-05,transactions,33,13640,7b2221c9
2021-05,transactions-convenient-api,9,1911,7b2221c9
2021-05,unified-test-format,213,4875,7b2221c9
2021-05,uri-options,8,1033,7b2221c9
2021-05,versioned-api,6,1124,7b2221c9
2021-06,atlas-data-lake-testing,7,153,8ade331b
2021-06,auth,1,366,8ade331b
2021-06,change-streams,5,3007,8ade331b
2021-06,client-side-encryption,32,2971,8ade331b
2021-06,collection-management,1,129,8ade331b
2021-06,command-monitoring,11,1055,8ade331b
2021-06,connection-monitoring-and-pooling,29,1178,8ade331b
2021-06,connection-string,8,1218,8ade331b
2021-06,crud,101,10015,8ade331b
2021-06,gridfs,5,978,8ade331b
2021-06,initial-dns-seedlist-discovery,33,260,8ade331b
2021-06,load-balancers,8,1688,8ade331b
2021-06,max-staleness,36,1099,8ade331b
2021-06,read-write-concern,8,645,8ade331b
2021-06,retryable-reads,44,4677,8ade331b
2021-06,retryable-writes,29,2708,8ade331b
2021-06,server-discovery-and-monitoring,199,13883,8ade331b
2021-06,server-selection,66,1362,8ade331b
2021-06,sessions,6,1376,8ade331b
2021-06,transactions,33,13654,8ade331b
2021-06,transactions-convenient-api,9,1911,8ade331b
2021-06,unified-test-format,213,4877,8ade331b
2021-06,uri-options,8,1033,8ade331b
2021-06,versioned-api,6,1124,8ade331b
2021-07,atlas-data-lake-testing,7,153,4ae3cc22
2021-07,auth,1,366,4ae3cc22
2021-07,change-streams,5,3007,4ae3cc22
2021-07,client-side-encryption,32,2971,4ae3cc22
2021-07,collection-management,1,129,4ae3cc22
2021-07,command-monitoring,11,1143,4ae3cc22
2021-07,connection-monitoring-and-pooling,29,1178,4ae3cc22
2021-07,connection-string,8,1218,4ae3cc22
2021-07,crud,101,10034,4ae3cc22
2021-07,gridfs,5,978,4ae3cc22
2021-07,initial-dns-seedlist-discovery,33,260,4ae3cc22
2021-07,load-balancers,8,1688,4ae3cc22
2021-07,max-staleness,36,1099,4ae3cc22
2021-07,read-write-concern,8,645,4ae3cc22
2021-07,retryable-reads,44,4677,4ae3cc22
2021-07,retryable-writes,31,2882,4ae3cc22
2021-07,server-discovery-and-monitoring,199,13883,4ae3cc22
2021-07,server-selection,66,1362,4ae3cc22
2021-07,sessions,6,1376,4ae3cc22
2021-07,transactions,33,13654,4ae3cc22
2021-07,transactions-convenient-api,9,1911,4ae3cc22
2021-07,unified-test-format,215,5141,4ae3cc22
2021-07,uri-options,8,1033,4ae3cc22
2021-07,versioned-api,6,1124,4ae3cc22
2021-08,atlas-data-lake-testing,7,153,1ff5fac5
2021-08,auth,1,366,1ff5fac5
2021-08,change-streams,5,3007,1ff5fac5
2021-08,client-side-encryption,32,2971,1ff5fac5
2021-08,collection-management,1,129,1ff5fac5
2021-08,command-monitoring,13,1254,1ff5fac5
2021-08,connection-monitoring-and-pooling,29,1178,1ff5fac5
2021-08,connection-string,8,1218,1ff5fac5
2021-08,crud,104,10344,1ff5fac5
2021-08,gridfs,5,978,1ff5fac5
2021-08,initial-dns-seedlist-discovery,34,265,1ff5fac5
2021-08,load-balancers,8,1688,1ff5fac5
2021-08,max-staleness,36,1099,1ff5fac5
2021-08,read-write-concern,8,645,1ff5fac5
2021-08,retryable-reads,44,4677,1ff5fac5
2021-08,retryable-writes,31,2882,1ff5fac5
2021-08,server-discovery-and-monitoring,199,13881,1ff5fac5
2021-08,server-selection,66,1362,1ff5fac5
2021-08,sessions,6,1382,1ff5fac5
2021-08,transactions,33,13654,1ff5fac5
2021-08,transactions-convenient-api,9,1911,1ff5fac5
2021-08,unified-test-format,221,5245,1ff5fac5
2021-08,uri-options,8,1033,1ff5fac5
2021-08,versioned-api,6,1124,1ff5fac5
2021-09,atlas-data-lake-testing,7,153,5f8f6689
2021-09,auth,1,366,5f8f6689
2021-09,change-streams,5,3007,5f8f6689
2021-09,client-side-encryption,32,2971,5f8f6689
2021-09,collection-management,1,129,5f8f6689
2021-09,command-monitoring,13,1254,5f8f6689
2021-09,connection-monitoring-and-pooling,29,1178,5f8f6689
2021-09,connection-string,8,1218,5f8f6689
2021-09,crud,106,10638,5f8f6689
2021-09,gridfs,5,978,5f8f6689
2021-09,initial-dns-seedlist-discovery,35,276,5f8f6689
2021-09,load-balancers,8,1702,5f8f6689
2021-09,max-staleness,32,1007,5f8f6689
2021-09,read-write-concern,8,645,5f8f6689
2021-09,retryable-reads,44,4677,5f8f6689
2021-09,retryable-writes,31,2882,5f8f6689
2021-09,server-discovery-and-monitoring,199,13881,5f8f6689
2021-09,server-selection,66,1362,5f8f6689
2021-09,sessions,6,1382,5f8f6689
2021-09,transactions,33,13654,5f8f6689
2021-09,transactions-convenient-api,9,1911,5f8f6689
2021-09,unified-test-format,221,5248,5f8f6689
2021-09,uri-options,9,1049,5f8f6689
2021-09,versioned-api,6,1124,5f8f6689
2021-10,atlas-data-lake-testing,7,153,e827caab
2021-10,auth,1,366,e827caab
2021-10,change-streams,5,3007,e827caab
2021-10,client-side-encryption,32,2971,e827caab
2021-10,collection-management,1,129,e827caab
2021-10,command-monitoring,13,1254,e827caab
2021-10,connection-monitoring-and-pooling,29,1178,e827caab
2021-10,connection-string,8,1218,e827caab
2021-10,crud,106,10650,e827caab
2021-10,gridfs,5,978,e827caab
2021-10,initial-dns-seedlist-discovery,54,458,e827caab
2021-10,load-balancers,8,1702,e827caab
2021-10,max-staleness,32,1007,e827caab
2021-10,read-write-concern,8,645,e827caab
2021-10,retryable-reads,44,4677,e827caab
2021-10,retryable-writes,31,2882,e827caab
2021-10,server-discovery-and-monitoring,199,13881,e827caab
2021-10,server-selection,66,1362,e827caab
2021-10,sessions,6,1382,e827caab
2021-10,transactions,33,13654,e827caab
2021-10,transactions-convenient-api,9,1911,e827caab
2021-10,unified-test-format,221,5248,e827caab
2021-10,uri-options,9,1121,e827caab
2021-10,versioned-api,6,1124,e827caab
2021-11,atlas-data-lake-testing,7,158,133d0a0e
2021-11,auth,1,366,133d0a0e
2021-11,change-streams,5,3007,133d0a0e
2021-11,client-side-encryption,33,3016,133d0a0e
2021-11,collection-management,1,129,133d0a0e
2021-11,command-monitoring,13,1254,133d0a0e
2021-11,connection-monitoring-and-pooling,31,1291,133d0a0e
2021-11,connection-string,8,1218,133d0a0e
2021-11,crud,114,11350,133d0a0e
2021-11,gridfs,5,978,133d0a0e
2021-11,initial-dns-seedlist-discovery,54,458,133d0a0e
2021-11,load-balancers,8,1702,133d0a0e
2021-11,max-staleness,32,1007,133d0a0e
2021-11,read-write-concern,8,645,133d0a0e
2021-11,retryable-reads,44,4677,133d0a0e
2021-11,retryable-writes,31,2882,133d0a0e
2021-11,server-discovery-and-monitoring,199,13881,133d0a0e
2021-11,server-selection,66,1362,133d0a0e
2021-11,sessions,6,1382,133d0a0e
2021-11,transactions,33,13654,133d0a0e
2021-11,transactions-convenient-api,9,1911,133d0a0e
2021-11,unified-test-format,221,5248,133d0a0e
2021-11,uri-options,9,1140,133d0a0e
2021-11,versioned-api,6,1124,133d0a0e
2021-12,atlas-data-lake-testing,7,158,3a4a6e0f
2021-12,auth,1,366,3a4a6e0f
2021-12,change-streams,5,3007,3a4a6e0f
2021-12,client-side-encryption,33,3016,3a4a6e0f
2021-12,collection-management,1,129,3a4a6e0f
2021-12,command-monitoring,13,1254,3a4a6e0f
2021-12,connection-monitoring-and-pooling,31,1291,3a4a6e0f
2021-12,connection-string,8,1218,3a4a6e0f
2021-12,crud,114,11350,3a4a6e0f
2021-12,gridfs,5,978,3a4a6e0f
2021-12,initial-dns-seedlist-discovery,50,438,3a4a6e0f
2021-12,load-balancers,8,1702,3a4a6e0f
2021-12,max-staleness,32,1007,3a4a6e0f
2021-12,read-write-concern,8,645,3a4a6e0f
2021-12,retryable-reads,44,4677,3a4a6e0f
2021-12,retryable-writes,31,2882,3a4a6e0f
2021-12,server-discovery-and-monitoring,199,13881,3a4a6e0f
2021-12,server-selection,68,1384,3a4a6e0f
2021-12,sessions,6,1382,3a4a6e0f
2021-12,transactions,33,13654,3a4a6e0f
2021-12,transactions-convenient-api,9,1911,3a4a6e0f
2021-12,unified-test-format,221,5248,3a4a6e0f
2021-12,uri-options,10,1261,3a4a6e0f
2021-12,versioned-api,6,1124,3a4a6e0f
2022-01,atlas-data-lake-testing,7,158,81b28917
2022-01,auth,1,366,81b28917
2022-01,change-streams,5,3073,81b28917
2022-01,client-side-encryption,33,3016,81b28917
2022-01,collection-management,1,129,81b28917
2022-01,command-monitoring,13,1254,81b28917
2022-01,connection-monitoring-and-pooling,31,1291,81b28917
2022-01,connection-string,8,1218,81b28917
2022-01,crud,127,12809,81b28917
2022-01,gridfs,5,978,81b28917
2022-01,initial-dns-seedlist-discovery,50,438,81b28917
2022-01,load-balancers,8,1702,81b28917
2022-01,max-staleness,32,1007,81b28917
2022-01,read-write-concern,8,645,81b28917
2022-01,retryable-reads,44,4677,81b28917
2022-01,retryable-writes,31,2882,81b28917
2022-01,server-discovery-and-monitoring,199,13881,81b28917
2022-01,server-selection,68,1384,81b28917
2022-01,sessions,6,1382,81b28917
2022-01,transactions,33,13654,81b28917
2022-01,transactions-convenient-api,9,1911,81b28917
2022-01,unified-test-format,221,5248,81b28917
2022-01,uri-options,10,1253,81b28917
2022-01,versioned-api,6,1124,81b28917
2022-02,atlas-data-lake-testing,7,158,ad1ee9b7
2022-02,auth,1,395,ad1ee9b7
2022-02,change-streams,5,3114,ad1ee9b7
2022-02,client-side-encryption,33,3016,ad1ee9b7
2022-02,collection-management,1,129,ad1ee9b7
2022-02,command-monitoring,13,1254,ad1ee9b7
2022-02,connection-monitoring-and-pooling,31,1291,ad1ee9b7
2022-02,connection-string,8,1219,ad1ee9b7
2022-02,crud,132,13254,ad1ee9b7
2022-02,gridfs,5,978,ad1ee9b7
2022-02,initial-dns-seedlist-discovery,50,438,ad1ee9b7
2022-02,load-balancers,8,1702,ad1ee9b7
2022-02,max-staleness,32,1007,ad1ee9b7
2022-02,read-write-concern,8,645,ad1ee9b7
2022-02,retryable-reads,45,4806,ad1ee9b7
2022-02,retryable-writes,32,3019,ad1ee9b7
2022-02,server-discovery-and-monitoring,199,13881,ad1ee9b7
2022-02,server-selection,68,1384,ad1ee9b7
2022-02,sessions,6,1393,ad1ee9b7
2022-02,transactions,35,13890,ad1ee9b7
2022-02,transactions-convenient-api,9,1911,ad1ee9b7
2022-02,unified-test-format,221,5248,ad1ee9b7
2022-02,uri-options,10,1254,ad1ee9b7
2022-02,versioned-api,6,1124,ad1ee9b7
2022-03,atlas-data-lake-testing,7,158,316c6501
2022-03,auth,1,395,316c6501
2022-03,change-streams,5,3305,316c6501
2022-03,client-side-encryption,33,3016,316c6501
2022-03,collection-management,1,129,316c6501
2022-03,command-monitoring,13,1254,316c6501
2022-03,connection-monitoring-and-pooling,31,1291,316c6501
2022-03,connection-string,8,1219,316c6501
2022-03,crud,132,13336,316c6501
2022-03,gridfs,5,978,316c6501
2022-03,initial-dns-seedlist-discovery,50,438,316c6501
2022-03,load-balancers,8,1702,316c6501
2022-03,max-staleness,32,1007,316c6501
2022-03,read-write-concern,8,645,316c6501
2022-03,retryable-reads,45,4806,316c6501
2022-03,retryable-writes,32,3019,316c6501
2022-03,server-discovery-and-monitoring,203,14204,316c6501
2022-03,server-selection,68,1384,316c6501
2022-03,sessions,6,1393,316c6501
2022-03,transactions,35,13890,316c6501
2022-03,transactions-convenient-api,9,1911,316c6501
2022-03,unified-test-format,223,5340,316c6501
2022-03,uri-options,10,1254,316c6501
